,Unnamed: 0,Unnamed: 0.1,Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude,Modalidade
57,57,57,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0103003 ESCOLA MUNICIPAL MEM DE SA,33063176,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAMPOS DA PAZ, 218 RIO COMPRIDO. 20250-460 Rio de Janeiro - RJ.",(21) 22934141,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.924132999999998,-43.204314000000004,6
58,58,58,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0103004 ESCOLA MUNICIPAL PEREIRA PASSOS,33063184,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PCA CONDESSA PAULO DE FRONTIN, 45 RIO COMPRIDO. 20261-190 Rio de Janeiro - RJ.",(21) 22735599,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-22.9244,-43.2086,3
59,59,59,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0208002 ESCOLA MUNICIPAL REVERENDO MARTIN LUTHER KING,33063192,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAQUIM PALHARES, 648 PRACA DA BANDEIRA. 20260-085 Rio de Janeiro - RJ.",(21) 22732544,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.9116,-43.2117,6
60,60,60,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA VITORIA,33063206,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FREI CANECA, 525 ESTACIO. 20211-020 Rio de Janeiro - RJ.",(21) 21970906,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.91414,-43.20303,6
61,61,61,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO PADRE LEONARDO CARRESCIA,33063214,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA BARAO DE ITAPAGIPE, 96 RIO COMPRIDO. 20261-005 Rio de Janeiro - RJ.",(21) 22937149,Privada,Filantrópica,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.91827,-43.20949,30
62,62,62,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FUNDACAO OSORIO,33063222,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PAULA RAMOS, 52 RIO COMPRIDO. 20261-210 Rio de Janeiro - RJ.",(21) 32937359,Federal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-22.93402,-43.21059,15
63,63,63,ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,CENTRO REABILITACAO N S DA GLORIA,33063257,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"PRACA RADIAL SUL, 120 BOTAFOGO. 22260-070 Rio de Janeiro - RJ.",(21) 22861910,Privada,Filantrópica,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-22.95496,-43.19735,3
64,64,64,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0204502 CIEP PRESIDENTE AGOSTINHO NETO,33063265,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VISCONDE SILVA, S/Nº HUMAITA. 22261-000 Rio de Janeiro - RJ.",(21) 25357637,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9571286,-43.1929896,6
65,65,65,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0204501 CIEP PRESIDENTE TANCREDO NEVES,33063273,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO CATETE, 77 CATETE. 22220-000 Rio de Janeiro - RJ.",(21) 22058905,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,-22.92313,-43.176829999999995,42
66,66,66,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL ANDREWS,33063311,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA VISCONDE DE SILVA, 161 HUMAITA. 22271-043 Rio de Janeiro - RJ.",(21) 22668010,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9587591,-43.1975342,30
67,67,67,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO DA IMACULADA CONCEICAO,33063354,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"PRAIA DE BOTAFOGO, 266 BOTAFOGO. 22250-145 Rio de Janeiro - RJ.",(21) 32379750,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.94324,-43.18159,30
68,68,68,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO EDUARDO GUIMARAES,33063370,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA BARAO DE IGUATEMI, 364 PRACA DA BANDEIRA. 20270-060 Rio de Janeiro - RJ.",(21) 22864946,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-22.91336,-43.21505,105
69,69,69,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE CHICO ANYSIO,33063389,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AMARAL, 26 ANDARAI. 20541-155 Rio de Janeiro - RJ.",(21) 23321896,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-22.924163600000004,-43.2435614,5
70,70,70,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE AMARO CAVALCANTI,33063397,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"LARGO DO MACHADO, 20 CATETE. 22221-020 Rio de Janeiro - RJ.",(21) 23344094,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.930239999999998,-43.1786,35
71,71,71,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE MEXICO,33063400,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DA PASSAGEM, 104 BOTAFOGO. 22290-030 Rio de Janeiro - RJ.",(21) 23347336,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,,-22.9655777,-43.191947,7
72,72,72,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL FRANCO BRASILEIRO,33063419,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DAS LARANJEIRAS, 5/11/13/15 LARANJEIRAS. 22240-000 Rio de Janeiro - RJ.",(21) 32352050,Privada,Particular,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.93149,-43.179559999999995,30
73,73,73,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO LARANJEIRAS,33063460,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CONDE DE BAEPENDI, 69 FLAMENGO. 22231-140 Rio de Janeiro - RJ.",(21) 22059945,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.93326,-43.18058,15
74,74,74,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL CLOTILDE GUIMARAES COL MARIA JOSE IMPERIAL,33063486,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"PRAIA DE BOTAFOGO, 524 BOTAFOGO. 22250-040 Rio de Janeiro - RJ.",(21) 22959694,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional",,-22.95026,-43.181129999999996,30
75,75,75,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL NS DE LOURDES,33063516,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SAO CLEMENTE, 438 CASA. BOTAFOGO. 22260-006 Rio de Janeiro - RJ.",(21) 25390450,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9518486,-43.195949,30
76,76,76,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL PE ANTONIO VIEIRA,33063532,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DO HUMAITA, 52 HUMAITA. 22261-001 Rio de Janeiro - RJ.",(21) 25392292,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9550798,-43.19832589999999,30
77,77,77,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CPII - CAMPUS HUMAITA I,33063540,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO AFONSO, 56 HUMAITA. 22261-040 Rio de Janeiro - RJ.",(21) 25362826,Federal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-22.95486852,-43.199737299999995,3
78,78,78,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CPII - CAMPUS HUMAITA II,33063559,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO HUMAITA, 80 HUMAITA. 22261-001 Rio de Janeiro - RJ.",(21) 25362800,Federal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-22.956139999999998,-43.19852,15
79,79,79,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL PINHEIRO GUIMARAES,33063575,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SILVEIRA MARTINS, 151 FLAMENGO. 22221-000 Rio de Janeiro - RJ.",(21) 22050797,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.925910000000002,-43.17856,35
80,80,80,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO REBECA LTDA,33063613,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA REAL GRANDEZA, 56 CASA. BOTAFOGO. 22281-034 Rio de Janeiro - RJ.",(21) 22660021,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.95241,-43.19384,6
81,81,81,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO SAO VICENTE DE PAULO,33063648,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA COSME VELHO,, 241 COSME VELHO. 22241-125 Rio de Janeiro - RJ.",(21) 32352900,Privada,Filantrópica,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-22.93979,-43.1959,105
82,82,82,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SOCIEDADE BRASILEIRA DE ENSINO - COLEGIO SION,33063656,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA COSME VELHO, 98 COSME VELHO. COSME VELHO. 22241-090 Rio de Janeiro - RJ.",(21) 32350700,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Médio",,-22.93854,-43.19600000000001,30
83,83,83,ESCOLA PARALISADA,COL STA ROSA DE LIMA,33063672,RJ,Rio de Janeiro,Urbana,Não Informado,Privada,"RUA VOLUNTARIOS DA PATRIA, 110 BOTAFOGO. 22270-010 Rio de Janeiro - RJ.",,Privada,Não Informado,Não,,,,,-22.95102,-43.18554,3
84,84,84,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL SANTO ALBERTO MAGNO,33063699,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MIGUEL PEREIRA, 17 HUMAITA. 22261-090 Rio de Janeiro - RJ.",(21) 25372315,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,,,-22.957991600000003,-43.200556,6
85,85,85,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL STO AMARO,33063702,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DEZENOVE DE FEVEREIRO, 172 BOTAFOGO. 22280-030 Rio de Janeiro - RJ.",(21) 25420293,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.95451,-43.185179999999995,30
86,86,86,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL STO ANTONIO MARIA ZACCARIA,33063710,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DO CATETE, 113 CATETE. 22220-000 Rio de Janeiro - RJ.",(21) 32359400,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.92457000000001,-43.17645,30
87,87,87,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO SANTO INACIO,33063729,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SAO CLEMENTE, 226 BOTAFOGO. 22260-004 Rio de Janeiro - RJ.",(21) 31846200,Privada,Filantrópica,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-22.94975,-43.19007,105
88,88,88,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ACALANTO CRECHE ESCOLA,33063770,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA VISCONDE DE CARAVELAS, 29 27/33. BOTAFOGO. 22271-021 Rio de Janeiro - RJ.",(21) 25397823,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.95642,-43.19352,6
89,89,89,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EDUC DA MISERICORDIA,33063826,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SAO CLEMENTE, 446 BOTAFOGO. 22260-000 Rio de Janeiro - RJ.",(21) 22664166,Privada,Filantrópica,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9493613,-43.18489,6
90,90,90,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL LOGOSOFICO GONZALEZ PECOTCHE,33063834,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GENERAL POLIDORO, 36 BOTAFOGO. 22280-005 Rio de Janeiro - RJ.",(21) 25431138,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.952189999999998,-43.18363,6
91,91,91,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE DEODORO,33063877,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DA GLORIA, 64 GLORIA. 20241-180 Rio de Janeiro - RJ.",(21) 23326916,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.9176905,-43.1774526,35
92,92,92,ESCOLA PARALISADA,CE FRANCISCO ALVES,33063885,RJ,Rio de Janeiro,Urbana,Não Informado,Pública,"TRAVESSA PEPE, BOTAFOGO. 22290-020 Rio de Janeiro - RJ.",,Estadual,Não Informado,Não,,,,,-22.9541867,-43.1827748,6
93,93,93,ESCOLA PARALISADA,CE JOAQUIM ABILIO BORGES,33063893,RJ,Rio de Janeiro,Urbana,Não Informado,Pública,"RUA HUMAITA, 19 HUMAITA. 22261-000 Rio de Janeiro - RJ.",(21) 23324909,Estadual,Não Informado,Não,,,,,-22.9543,-43.19685,15
94,94,94,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE PROFESSOR JOAO BORGES DE MORAES,33063907,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOUTOR TEIXEIRA RIBEIRO COMPLEXO DA MARE, 0 BONSUCESSO. 21044-252 Rio de Janeiro - RJ.",(21) 31052330,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-22.854546,-43.2397378,5
95,95,95,ESCOLA PARALISADA,EEES MEXICO,33063915,RJ,Rio de Janeiro,Urbana,Não Informado,Pública,"RUA DA MATRIZ, BOTAFOGO. 22260-100 Rio de Janeiro - RJ.",,Estadual,Não Informado,Não,,,,,-22.9506298,-43.192821,3
96,96,96,ESCOLA PARALISADA,EEES PRESIDENTE ARTHUR DA COSTA E SILVA,33063931,RJ,Rio de Janeiro,Urbana,Não Informado,Pública,"RUA ASSUNCAO, BOTAFOGO. 22251-030 Rio de Janeiro - RJ.",,Estadual,Não Informado,Não,,,,,-22.7105742,-43.4636977,6
97,97,97,ESCOLA PARALISADA,CE RODRIGUES ALVES,33063958,RJ,Rio de Janeiro,Urbana,Não Informado,Pública,"RUA SANTO AMARO, 133 GLORIA. 22211-230 Rio de Janeiro - RJ.",(21) 23326924,Estadual,Não Informado,Não,,,,,-22.922957699999998,-43.181790299999996,6
98,98,98,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC ADVENTISTA DE BOTAFOGO,33063974,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DA MATRIZ, 16 BOTAFOGO. 22260-100 Rio de Janeiro - RJ.",(21) 25392947,Privada,Filantrópica,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.950870000000002,-43.19287,30
99,99,99,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA BRITANICA - THE BRITISH SCHOOL RIO DE JANEIRO URCA,33063990,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA PASTEUR, 429 URCA. 22290-240 Rio de Janeiro - RJ.",(21) 25435519,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.9537546215579,-43.1692230328918,15
100,100,100,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EDEM,33064024,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GAGO COUTINHO, 14 LARANJEIRAS. 22221-070 Rio de Janeiro - RJ.",(21) 32358080,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-22.93066267,-43.18015214,5
101,101,101,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ALEMA CORCOVADO - EXPERIMENTAL,33064032,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SAO CLEMENTE, 388 BOTAFOGO. 22260-000 Rio de Janeiro - RJ.",(21) 25280400,Privada,Particular,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.95105,-43.19423,30
102,102,102,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU,33064040,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DAS LARANJEIRAS, 401 405. LARANJEIRAS. 22240-005 Rio de Janeiro - RJ.",(21) 21566100,Privada,Comunitária,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9373176716756,-43.1900964550334,30
103,103,103,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0204007 ESCOLA MUNICIPAL ALBERT SCHWEITZER,33064059,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GENERAL GLICERIO, 186 LARANJEIRAS. 22245-120 Rio de Janeiro - RJ.",(21) 22251692,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9403,-43.1918,6
104,104,104,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0204003 ESCOLA MUNICIPAL ALBERTO BARTH,33064067,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV OSWALDO CRUZ, 124 FLAMENGO. 22250-060 Rio de Janeiro - RJ.",(21) 25522387,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-22.94077,-43.17641,3
105,105,105,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0204006 ESCOLA MUNICIPAL ANNE FRANK,33064075,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PINHEIRO MACHADO, 190 LARANJEIRAS. 22231-090 Rio de Janeiro - RJ.",(21) 25526492,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.9386704,-43.1831998,3
106,106,106,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0204802 EDI CASA DA CRIANCA,33064083,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FERNANDES GUIMARAES, 85 BOTAFOGO. 22290-000 Rio de Janeiro - RJ.",(21) 25438689,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.9556913,-43.18135529999999,2
107,107,107,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0204009 ESCOLA MUNICIPAL GUARARAPES CANDIDO,33064091,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"LADEIRA DOS GUARARAPES, 292 FUNDOS. COSME VELHO. 22241-275 Rio de Janeiro - RJ.",(21) 22252688,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9435392,-43.2048841,6
108,108,108,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0204001 ESCOLA MUNICIPAL DEODORO 0204001,33064105,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DA GLORIA, 64 GLORIA. 20241-180 Rio de Janeiro - RJ.",(21) 22247636,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.9177,-43.1772,3
